latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation,,,,,,,
6.924429,79.90725,4,19800,Asia/Colombo,GMT+5:30,,,,,,,
,,,,,,,,,,,,
time,relative_humidity_2m_mean (%),relative_humidity_2m_max (%),relative_humidity_2m_min (%),temperature_2m_max (°C),temperature_2m_min (°C),apparent_temperature_mean (°C),apparent_temperature_max (°C),apparent_temperature_min (°C),temperature_2m_mean (°C),rain_sum (mm),precipitation_sum (mm),weather_code (wmo code)
10/14/2010,79,86,70,28.8,25,30.6,33.1,29.3,26.7,1.2,1.2,51
10/15/2010,78,86,69,28.6,25.4,30.3,32.1,29.5,26.7,2,2,51
10/16/2010,83,87,78,28.3,25.3,30.9,32.9,29.6,26.6,2.9,2.9,53
10/17/2010,86,93,79,28.7,24.5,30.8,34.4,29.2,26.3,5.2,5.2,53
10/18/2010,88,93,79,28.4,24,31,34.7,28.4,25.9,3.8,3.8,53
10/19/2010,85,94,79,28.7,24.7,31.6,35.2,29.8,26.6,2,2,51
10/20/2010,81,90,71,28.3,24.6,30.2,32.2,28.7,26.2,0.7,0.7,51
10/21/2010,81,92,69,28.6,24,30.3,32.7,28.5,26.2,0.7,0.7,51
10/22/2010,82,91,71,28.5,24.5,30.3,33.1,28.9,26.3,1.8,1.8,51
10/23/2010,77,87,66,29.2,24.6,30.5,33,28.9,26.7,0.1,0.1,51
10/24/2010,85,94,76,29.2,24,31.3,34.6,28.9,26.5,1.3,1.3,51
10/25/2010,86,93,77,29.3,25,31.7,35.3,30.2,26.7,0.9,0.9,51
10/26/2010,85,94,69,29.3,24.4,31.7,34.8,29.5,26.6,1.2,1.2,51
10/27/2010,87,95,74,28.8,23.9,31,34.1,29.1,25.9,5.5,5.5,63
10/28/2010,91,97,80,28.2,23.9,30.7,34.5,29.1,25.3,18.4,18.4,63
10/29/2010,90,96,72,29.7,23.9,30.9,35.9,28.8,25.6,12,12,63
10/30/2010,90,97,79,28.7,23.8,31.1,35.2,29,25.7,11.5,11.5,61
10/31/2010,90,95,82,26.9,23.9,30,31.7,28.3,25.3,19.7,19.7,63
11/1/2010,88,98,77,29,24,31.2,36.6,29,26.1,4.9,4.9,61
11/2/2010,81,91,69,29.1,24.7,31.3,34.1,29.2,26.6,1.6,1.6,51
11/3/2010,81,92,69,29.2,24,31.7,34.7,28.7,26.7,2.1,2.1,51
11/4/2010,89,95,78,28.8,24.3,31.3,34.9,29.5,25.9,8.2,8.2,61
11/5/2010,92,96,86,26.1,23.9,29.9,31,29,24.8,29,29,63
11/6/2010,88,96,77,27.7,24.5,29.9,31.2,29.2,25.5,14.1,14.1,55
11/7/2010,86,94,79,28.1,24.7,30.5,32.4,29.1,26.2,16.9,16.9,63
11/8/2010,82,92,68,29.1,24.5,31,33.4,29.4,26.6,1.6,1.6,51
11/9/2010,87,97,77,29.4,23.4,31.3,36.2,27.8,26,10.4,10.4,63
11/10/2010,90,96,77,27.9,23.7,30.5,33.4,28.8,25.3,16,16,63
11/11/2010,92,96,88,26.6,23.3,29.8,32.5,28.3,24.7,101,101,65
11/12/2010,86,95,75,29.1,23.4,31.6,35.4,28.4,26.2,0.6,0.6,51
11/13/2010,85,94,76,29.1,24.6,32.2,36.6,30.2,26.5,1.9,1.9,61
11/14/2010,87,94,75,29.2,23.6,31.1,36.6,28.2,25.7,1.9,1.9,53
11/15/2010,86,95,70,29.5,23.6,31.8,37.3,28.6,26.2,1.6,1.6,53
11/16/2010,88,95,80,28.8,23.6,30.9,35.5,28.3,25.6,5,5,61
11/17/2010,90,96,82,28.4,23.5,30.8,36.5,28.5,25.4,12.8,12.8,63
11/18/2010,86,96,67,29.4,23.1,31.1,35.9,27.7,25.8,6.6,6.6,61
11/19/2010,88,95,75,28.4,23.5,30.5,34.3,28.1,25.5,17.2,17.2,63
11/20/2010,89,96,72,29,24,30.7,34,29.1,25.5,5.5,5.5,55
11/21/2010,92,97,85,26.4,23.6,29.7,31.5,28.8,24.7,21.7,21.7,63
11/22/2010,88,96,69,29.6,23.8,30.5,35.7,28.3,25.4,20.5,20.5,63
11/23/2010,90,96,79,27.1,23.5,29.9,32.6,28.2,24.8,42.8,42.8,65
11/24/2010,90,97,76,28.6,23.4,29.6,33.5,27.6,25,19.6,19.6,63
11/25/2010,90,97,77,28.2,23.3,30.6,34.5,28,25.3,8.9,8.9,63
11/26/2010,91,96,82,27.6,23.4,29.5,32.5,27.9,24.9,16,16,63
11/27/2010,91,96,85,28,24,30.7,34.2,28.3,25.5,16.9,16.9,63
11/28/2010,90,96,76,29,23.9,31,36.2,28.9,25.5,15.1,15.1,63
11/29/2010,89,97,74,30,23.3,31,37,27.9,25.6,14.1,14.1,63
11/30/2010,89,96,72,29.2,23.4,30.4,34.2,28,25.4,19.9,19.9,65
12/1/2010,93,97,87,27,23.8,30.3,32.9,28.8,24.9,42,42,63
12/2/2010,90,98,75,28.2,23.4,30.5,34,28.7,25.2,31.6,31.6,63
12/3/2010,93,97,87,25.9,23.2,28.3,30.2,27,24.4,27.4,27.4,61
12/4/2010,91,94,82,27.6,23.9,28.4,32.4,26.9,24.8,31.9,31.9,63
12/5/2010,82,92,66,27.8,23.6,28,29.4,26.5,25,4.3,4.3,55
12/6/2010,89,95,77,27.7,23.2,29.5,32.9,27.3,24.9,9.3,9.3,61
12/7/2010,93,95,86,26.2,23.8,28.9,30.4,27.7,24.7,17.3,17.3,61
12/8/2010,91,95,84,28.1,23.7,29.6,34.2,27.8,25.2,24.6,24.6,63
12/9/2010,91,95,87,24.4,23.4,27.8,29,26.8,24.1,47,47,63
12/10/2010,89,96,80,27.8,23.7,29.8,33.3,27.8,25.3,11.2,11.2,63
12/11/2010,89,96,81,28.7,23.3,30.6,35.2,27.8,25.6,2.8,2.8,51
12/12/2010,85,93,77,28.8,23.4,31.2,35.2,28,26.2,0.5,0.5,51
12/13/2010,80,96,65,28.4,22.1,29.5,33.4,26,25.4,0,0,3
12/14/2010,82,95,64,28.9,20.2,29,34.4,23,24.8,0,0,3
12/15/2010,82,95,66,29.1,21.7,30.4,35.1,25.6,25.7,0.4,0.4,51
12/16/2010,88,95,72,28.8,23.2,30.4,35.4,27.8,25.2,3.9,3.9,55
12/17/2010,84,95,66,29.1,23.8,30.7,34.5,28.9,25.8,0.4,0.4,51
12/18/2010,82,95,65,29.2,23.5,30.3,33.7,28,26.1,1.1,1.1,51
12/19/2010,77,92,60,29.5,23.5,29.2,33.2,25.6,26,0,0,3
12/20/2010,84,94,66,29.4,21.9,30.4,35.5,25.8,25.5,2.9,2.9,61
12/21/2010,86,95,76,29,23.5,29.5,33.3,28,25.6,3.8,3.8,61
12/22/2010,86,92,80,26.4,23.6,28,29.9,26.5,24.8,3.3,3.3,61
12/23/2010,88,92,81,25.8,22.5,27,29.7,24.8,23.8,26.7,26.7,61
12/24/2010,89,93,80,24.1,20.6,25.3,27.4,22.1,22.8,36.3,36.3,63
12/25/2010,91,94,84,24.9,22.8,26.8,28,25.5,23.6,49.6,49.6,63
12/26/2010,83,90,72,27,22.8,26.9,28.5,25.2,24.7,0.5,0.5,51
12/27/2010,81,89,65,26.5,22.9,26.2,28.4,22.9,24.3,0,0,3
12/28/2010,82,92,65,26.2,23,26.6,29.1,23.3,24.4,0,0,3
12/29/2010,88,94,77,28,23,29.4,32.7,26.5,25.1,4.9,4.9,53
12/30/2010,89,96,77,28,23.4,29.2,32.1,27.3,25,6.3,6.3,61
12/31/2010,90,96,82,26.3,23.1,28.4,30.3,27,24.4,2.7,2.7,53
1/1/2011,89,95,77,28.8,22.8,28.5,34.4,25.9,24.7,5.2,5.2,61
1/2/2011,88,96,73,27.6,23,28.6,31,27.1,24.7,18,18,61
1/3/2011,83,94,72,28.8,23.1,28.3,32.4,23.8,25.2,0.4,0.4,51
1/4/2011,81,89,75,26.5,23.3,26.5,28.6,24.5,24.5,0.3,0.3,51
1/5/2011,87,95,76,27,23,27.2,29.7,25.8,24.6,0.7,0.7,51
1/6/2011,81,87,72,27,22.7,26.2,28.7,24.1,24.6,0,0,3
1/7/2011,87,92,79,26.6,23.4,27.5,29.3,26,24.5,6,6,61
1/8/2011,89,94,83,27.5,23.3,28.7,32.7,27,25,7.7,7.7,63
1/9/2011,92,95,88,25.6,23.7,28.9,29.8,28.2,24.5,42.5,42.5,63
1/10/2011,91,93,88,26.1,23.3,28.6,31.2,27.1,24.4,7.3,7.3,53
1/11/2011,86,93,74,27,22.9,28.4,30.5,26.6,24.7,0.3,0.3,51
1/12/2011,81,90,70,25.8,22.4,26.2,28.4,24.2,23.9,0,0,3
1/13/2011,86,93,76,22,20.4,22.4,23.4,21,21.4,48.5,48.5,63
1/14/2011,83,88,73,26.5,19.9,24.9,28.2,20.3,23.3,0,0,3
1/15/2011,89,97,74,28.7,22.5,29.1,34.4,25.7,24.6,7.8,7.8,63
1/16/2011,87,97,70,28.7,23.1,30.4,34.7,27.7,25.3,2,2,53
1/17/2011,87,97,72,28.4,22.4,30.4,34.7,27,25.2,1.8,1.8,53
1/18/2011,87,98,74,29.2,22.5,30.7,36.7,27.3,25.5,2.1,2.1,53
1/19/2011,84,97,63,28.8,21.6,29.5,34.2,25.3,25,0,0,3
1/20/2011,76,96,52,29,21.3,27.8,33.3,24.2,24.6,0,0,0
1/21/2011,76,92,55,29.3,19.7,27.3,33.1,21.8,24.2,0,0,0
1/22/2011,75,88,55,29.8,21.5,28,32.5,24,25.2,0,0,1
1/23/2011,72,82,55,29.6,22.4,27,32.1,23.7,25.3,0,0,1
1/24/2011,71,85,56,29.9,22.3,27.5,32.9,24,25.6,0,0,2
1/25/2011,73,81,59,29.9,23,28.2,32.9,24.3,25.9,0.2,0.2,51
1/26/2011,81,94,69,29,23.6,29.3,33.6,26,25.8,4.4,4.4,61
1/27/2011,84,90,72,29.1,23.6,29.3,33.9,26.7,25.7,5.4,5.4,63
1/28/2011,82,90,66,29.5,22.9,28.4,34,25.3,25.3,4.1,4.1,63
1/29/2011,82,90,69,28.8,23.5,28.1,32.1,25.7,25.4,1,1,53
1/30/2011,84,93,70,29.6,23.3,29.8,35,26.5,25.7,2.4,2.4,61
1/31/2011,86,91,78,27.2,23.5,28.6,31.2,26.8,25,0.6,0.6,51
2/1/2011,87,93,75,26.8,23.1,27,29.3,25.8,24.3,10.2,10.2,61
2/2/2011,89,92,84,24.8,22.7,25.6,26.7,24.3,23.6,15.6,15.6,61
2/3/2011,91,94,85,24.4,22.6,25.7,27.2,24.3,23.3,49.5,49.5,63
2/4/2011,87,92,81,25.3,22.2,25.2,26.9,24,23.4,4.5,4.5,53
2/5/2011,88,91,82,25.6,22.7,26,27.5,24.4,24,6.1,6.1,53
2/6/2011,88,92,77,27.7,23.5,28.2,31.6,26.2,24.9,3.8,3.8,61
2/7/2011,90,93,80,26.7,23.5,27.5,30.1,26.1,24.4,8.5,8.5,55
2/8/2011,84,93,70,28.7,23.3,28.3,31.8,25.7,25.4,1.1,1.1,53
2/9/2011,82,93,67,29.6,23.1,30,34.3,27,26,0.2,0.2,51
2/10/2011,83,96,68,28.6,23.1,29.3,32.1,27,25.5,0.5,0.5,51
2/11/2011,74,86,59,29.7,22.5,28.3,34.1,24.9,25.6,0,0,3
2/12/2011,71,82,55,29.8,22.1,27.7,33.4,23.9,25.5,0,0,3
2/13/2011,74,88,58,30.1,22.1,28.6,34.9,23.5,25.6,0,0,3
2/14/2011,81,89,67,29.2,22.3,29.6,34.9,25.2,25.4,0.6,0.6,51
2/15/2011,82,94,68,28.7,24.2,30.9,33.2,29.5,26.2,0.8,0.8,51
2/16/2011,83,98,64,29.3,22.4,30.7,34.6,27.1,25.9,0,0,3
2/17/2011,82,97,61,30,21.8,30.8,36.9,25.6,26,0,0,2
2/18/2011,79,93,65,29.6,24.3,31.7,35.4,29.3,26.9,0,0,3
2/19/2011,85,95,70,29.6,24.1,31.9,36.7,29.1,26.5,2.3,2.3,55
2/20/2011,87,96,69,29.4,23.5,31.5,35.8,28.4,26,2.2,2.2,53
2/21/2011,87,96,73,29.5,23.5,31.2,35.8,28.4,25.9,5,5,55
2/22/2011,84,97,66,29.6,22.8,31.4,37,27.6,26.1,0.4,0.4,51
2/23/2011,78,98,53,31,22.1,31.7,36.4,26.2,26.8,0,0,3
2/24/2011,79,96,54,31.2,21.7,31,37,25.3,26.4,0.3,0.3,51
2/25/2011,80,94,59,30.3,23.1,31.2,36.4,27.4,26.4,0,0,3
2/26/2011,79,94,61,30,22.8,30.8,35.6,27,26.3,0,0,3
2/27/2011,78,94,53,30.6,23.1,30.9,35.6,27.5,26.5,0,0,3
2/28/2011,78,89,61,30.9,23.8,30.1,35.6,27,26.3,1.7,1.7,53
3/1/2011,79,95,65,30.4,23.3,29.9,34.5,27.4,26.4,0.8,0.8,53
3/2/2011,73,88,57,31,23.7,30.5,35.3,27.3,27.1,0,0,3
3/3/2011,83,93,67,30.4,23.7,31.2,37,28.2,26.1,2.9,2.9,55
3/4/2011,84,96,63,30.8,23.8,31.4,37.7,28.8,26.1,17.7,17.7,63
3/5/2011,87,96,68,29.8,23.8,31.5,36.8,28.9,26,24.8,24.8,63
3/6/2011,85,96,69,30.3,22.2,31.6,38.2,26.2,26,3.1,3.1,61
3/7/2011,86,96,70,30.1,23.6,31.9,38,28.4,26.3,3.9,3.9,63
3/8/2011,83,96,63,30.3,22.8,31.6,37.3,27.2,26.3,1,1,53
3/9/2011,83,96,63,30.4,22,31.5,37.4,26.2,26.3,0,0,3
3/10/2011,82,96,60,30.3,23.4,31.4,36.9,27.9,26.4,0,0,1
3/11/2011,79,96,57,29.9,22.4,30.6,35.6,26.4,26.2,0,0,3
3/12/2011,78,93,58,30.7,23,31.2,36.8,27.1,26.5,0.2,0.2,51
3/13/2011,84,96,68,31,23.2,31.6,37.9,27.6,26.6,2.9,2.9,53
3/14/2011,80,91,62,30.6,24.2,30.6,35.4,27.8,26.9,1.1,1.1,53
3/15/2011,77,89,63,31.1,24.6,31.6,36.6,28.2,27.4,1.1,1.1,53
3/16/2011,77,91,60,31.8,24.9,32.1,36.5,28.7,27.8,0,0,3
3/17/2011,73,95,44,33.3,24,31.9,36.8,28.3,27.9,0.5,0.5,51
3/18/2011,72,91,47,32.4,23.7,31.2,37.2,26.5,27.3,0,0,3
3/19/2011,76,94,57,31.3,23.7,32.3,38.1,28.4,27.4,0.1,0.1,51
3/20/2011,80,91,63,30.4,24.8,32.4,36.6,30,27.2,3,3,53
3/21/2011,83,96,66,30.2,23.9,32.2,36.5,29.2,26.9,5.7,5.7,61
3/22/2011,84,94,70,29.7,24.4,32.1,35.4,29.4,26.9,1.4,1.4,51
3/23/2011,83,94,72,30,24.7,32,36.1,29.8,26.9,1.9,1.9,51
3/24/2011,86,93,77,28.8,24.8,31.7,35.1,29.6,26.6,1.5,1.5,51
3/25/2011,86,95,72,30.2,24.4,32.3,37.7,29.4,26.9,4.8,4.8,55
3/26/2011,89,97,79,30.1,24.7,32.5,38.3,30.5,26.6,4,4,53
3/27/2011,86,98,73,30.6,24,32.9,38.9,29.3,27,0.9,0.9,51
3/28/2011,87,96,76,29.6,24.1,32.1,35.9,29.2,26.5,1.7,1.7,53
3/29/2011,85,96,67,30.5,24.5,32.5,37.7,29.9,26.9,4.5,4.5,61
3/30/2011,85,96,70,30.4,24.4,32.9,38.8,29.7,27,1.7,1.7,51
3/31/2011,81,94,60,31,24.1,32.4,37.5,28.9,27.2,0.2,0.2,51
4/1/2011,78,92,62,30.7,24.2,32.4,37,29,27.4,0.6,0.6,51
4/2/2011,81,93,65,30.5,24.6,32.2,36.8,29.7,27.2,0.9,0.9,51
4/3/2011,80,91,66,30.5,25,32.2,36,29.9,27.4,0.5,0.5,51
4/4/2011,83,92,71,30.2,24.2,32,36.2,29.2,26.9,2.1,2.1,51
4/5/2011,85,96,68,30.5,24.3,32.1,37.2,29.4,26.7,4.5,4.5,53
4/6/2011,80,96,58,30.9,23.5,32.3,38,28.4,27,1.1,1.1,53
4/7/2011,79,93,59,30.4,23.6,32,36.9,28.2,27,1.6,1.6,51
4/8/2011,80,91,67,30.5,24.6,32.7,38.8,29.4,27.3,0.8,0.8,51
4/9/2011,82,93,71,29.8,24.8,32.1,36.9,29.4,27,4.1,4.1,61
4/10/2011,80,92,61,30.9,24.6,32.4,37.8,29.7,27.1,4.3,4.3,61
4/11/2011,82,94,66,31.1,24.1,32.4,38.5,28.6,27,8.8,8.8,63
4/12/2011,86,94,75,29.8,23.3,30.9,36.9,27.4,25.8,20.6,20.6,63
4/13/2011,86,97,72,30.5,23.8,31.9,38.5,28.7,26.4,5.2,5.2,55
4/14/2011,85,94,74,29.6,24.2,32,36.7,29.2,26.6,1.3,1.3,51
4/15/2011,87,96,76,30.3,24,32.8,39.2,29,26.8,3.6,3.6,55
4/16/2011,86,94,71,30.6,24.5,32.2,37.9,29.3,26.5,11.4,11.4,63
4/17/2011,85,94,75,30.5,24.2,32.5,38.4,29.3,26.8,4.5,4.5,61
4/18/2011,87,94,74,30.2,24.2,31.9,37.9,29.2,26.3,10.3,10.3,63
4/19/2011,89,94,77,29.4,24.6,31.6,36.4,29.7,26.2,12.8,12.8,63
4/20/2011,87,95,75,29.5,24.3,31.5,36.1,29.4,26.3,8.9,8.9,63
4/21/2011,84,94,70,30.2,24.4,32.1,36.4,29.4,26.9,4.2,4.2,61
4/22/2011,88,95,80,28.7,24.7,31.2,34.2,29.2,26.1,15.9,15.9,63
4/23/2011,92,96,83,27.1,24.5,30.5,32.4,28.7,25.5,14.6,14.6,61
4/24/2011,88,93,78,28.2,24.8,31.5,33.2,29.7,26.4,15.9,15.9,63
4/25/2011,90,95,80,27.7,24.4,30.7,32.3,28.9,25.8,9.6,9.6,63
4/26/2011,90,96,79,28.8,24.6,31.6,35,29.8,26.1,12.1,12.1,63
4/27/2011,90,96,75,29.8,24.6,32.2,36.8,29.8,26.4,14,14,63
4/28/2011,91,95,81,27.6,25.1,31.1,32.6,29.8,26.1,14.3,14.3,61
4/29/2011,87,95,77,30.3,25.2,32.9,37,31,27.4,2.3,2.3,51
4/30/2011,90,95,77,29.2,25,32.1,35.3,30.1,26.8,6.6,6.6,55
5/1/2011,90,95,82,29,24.6,31.6,35.4,29.5,26.3,5.4,5.4,53
5/2/2011,90,95,80,28.4,24.7,31.2,33.2,29.5,26.2,8.8,8.8,63
5/3/2011,87,94,78,29.5,25.3,32.3,36.1,30.5,27,4.7,4.7,61
5/4/2011,89,96,78,29.7,25.3,33.1,36,30.9,27.3,0.8,0.8,51
5/5/2011,90,95,80,29.8,25.4,32.8,37.3,30.2,27.1,11.7,11.7,61
5/6/2011,88,94,80,29.2,25.2,32.1,34.7,30.2,27,3.2,3.2,53
5/7/2011,87,95,79,29.8,25.6,32.9,35.7,30.8,27.5,4.2,4.2,61
5/8/2011,87,91,72,30.3,26.2,33.1,36.5,31.6,27.8,4.5,4.5,61
5/9/2011,90,94,86,28.8,25.4,32,34.7,29.8,26.9,3,3,51
5/10/2011,89,94,81,29.4,25.1,31.5,36.4,29.3,26.6,3.2,3.2,53
5/11/2011,87,94,78,29.4,24.7,31.6,36.6,29,26.7,2.5,2.5,53
5/12/2011,90,94,86,29.1,24.9,32,36.9,30.1,26.5,12.6,12.6,63
5/13/2011,83,93,71,29.4,25.2,32.2,34.4,29.9,27.2,1.7,1.7,51
5/14/2011,82,91,71,29.4,24.7,31.9,34.5,29.7,27.1,2.1,2.1,51
5/15/2011,86,92,76,29.5,25.4,32.1,35.7,29.6,27.1,1.9,1.9,53
5/16/2011,85,93,74,30.4,25.8,33.4,37.5,31.2,27.7,1.3,1.3,51
5/17/2011,86,95,76,30.1,24.1,32.4,37.8,28.9,26.9,11.2,11.2,63
5/18/2011,83,93,73,30.2,24.7,32.7,37.3,30,27.2,0.2,0.2,51
5/19/2011,85,92,75,29.9,24.7,32.4,36.7,29.5,27.2,0.7,0.7,53
5/20/2011,86,92,80,29.6,25.2,32.1,36.5,29.8,27.2,1.1,1.1,51
5/21/2011,86,94,72,29.5,24.9,31.3,34.1,29.2,26.8,4.1,4.1,53
5/22/2011,87,95,80,29.1,24.6,31.5,35.6,29.3,26.5,7.7,7.7,63
5/23/2011,84,94,76,30.1,25,32.3,36.4,29.8,27.2,4.2,4.2,53
5/24/2011,89,95,81,29.3,25,32.1,35.9,29.9,26.7,4.8,4.8,53
5/25/2011,89,94,81,28.8,24.8,31.4,34.9,29.6,26.3,8.2,8.2,61
5/26/2011,90,96,80,29.2,24.8,31.6,35.6,30.1,26.3,11.5,11.5,63
5/27/2011,88,94,80,28.7,24.8,31.4,34.3,29.5,26.5,6.8,6.8,61
5/28/2011,89,93,78,28.7,25,31,33.9,29.4,26.3,19.9,19.9,63
5/29/2011,87,92,76,29.5,24.9,31.6,35,29,26.8,5.6,5.6,53
5/30/2011,88,95,76,28.5,24.8,31.1,33.3,28.8,26.5,9.8,9.8,61
5/31/2011,87,94,77,28.8,24.7,30.3,33,28.6,26.3,13.6,13.6,61
6/1/2011,88,95,79,28.2,24.5,30.7,31.8,29,26.3,25.5,25.5,63
6/2/2011,82,90,72,29.3,25.2,31.6,33.2,29.8,27.2,2,2,53
6/3/2011,84,93,74,29.1,25.6,31.6,33.6,30.5,26.9,5.6,5.6,53
6/4/2011,90,96,79,29.2,25,32,35.4,30.1,26.5,7.5,7.5,61
6/5/2011,89,94,82,29.3,25,32.2,35.7,30.3,26.9,3.7,3.7,53
6/6/2011,90,94,81,28.3,24.9,31.7,33.6,29.6,26.4,11.6,11.6,63
6/7/2011,90,95,84,29,24.7,32.3,35.5,29.9,26.8,4.2,4.2,53
6/8/2011,90,93,85,28.9,25.4,32.2,35.1,30.6,26.8,3.3,3.3,53
6/9/2011,90,95,81,28.7,25,31.4,35,29.8,26.4,6.6,6.6,63
6/10/2011,87,94,82,29,24.7,31.6,34.7,29.5,26.8,3.2,3.2,53
6/11/2011,84,91,74,29.2,25.8,31.7,34,30.4,27.2,2.5,2.5,51
6/12/2011,86,91,80,29,25.7,31.8,34.2,30.6,27.1,1.8,1.8,51
6/13/2011,87,92,77,28.6,25.2,31,33.2,29.5,26.4,6.5,6.5,53
6/14/2011,90,95,82,27.6,24.9,30.6,31.6,29.7,26,16.4,16.4,63
6/15/2011,89,94,80,29.5,25,31.5,35.4,30,26.4,7.7,7.7,61
6/16/2011,89,93,81,28.7,25.1,31.7,35.3,29.5,26.6,6.7,6.7,61
6/17/2011,89,94,83,28.6,24.4,31.6,34.4,28.7,26.5,10.2,10.2,61
6/18/2011,84,91,71,29.2,25.9,32.4,34.4,31.4,27.4,4.4,4.4,51
6/19/2011,81,89,69,29.6,26.1,32.1,34.1,31,27.5,0.8,0.8,51
6/20/2011,88,96,79,29.7,25.1,32.3,36.7,30.5,27,3,3,51
6/21/2011,82,88,72,29.6,25.8,32.3,35.7,31,27.4,1.9,1.9,51
6/22/2011,80,91,70,29.4,25.7,31.9,34.5,30.6,27.3,1.2,1.2,51
6/23/2011,84,89,79,29.2,25.6,32,34.5,30.7,27.1,3,3,51
6/24/2011,84,90,78,28.8,25.7,31.9,33.4,30.6,27.2,3.1,3.1,51
6/25/2011,87,94,80,29.3,25.6,31.8,35.2,30.3,26.9,7.9,7.9,61
6/26/2011,83,90,73,29.2,26,31.8,34,30.4,27.3,0.7,0.7,51
6/27/2011,88,91,81,29.2,25.6,31.8,35.7,29.4,26.9,8,8,61
6/28/2011,84,94,74,29,25.1,31.8,33.2,30.3,27.1,3.3,3.3,53
6/29/2011,84,92,73,29.5,25.9,32.3,34.5,31.3,27.3,0.8,0.8,51
6/30/2011,86,96,73,29,24.6,31.9,34.2,30.1,26.9,1.7,1.7,51
7/1/2011,88,95,78,28.7,24.2,31.7,33.9,29.5,26.6,1.6,1.6,51
7/2/2011,88,94,81,29.3,25,32.1,36,29.8,26.8,2.4,2.4,51
7/3/2011,85,95,72,29.3,25.1,31.9,34.6,30.2,26.9,2.2,2.2,51
7/4/2011,86,95,73,29.1,24.8,31.9,33.6,30.1,26.9,3.1,3.1,53
7/5/2011,88,96,78,28.7,24.8,30.9,33.3,29.3,26.2,11.5,11.5,61
7/6/2011,87,95,81,28.5,24.6,31.3,33.6,29,26.5,8.7,8.7,55
7/7/2011,86,94,78,29.2,24.9,31.8,35.3,30.4,26.8,3.6,3.6,55
7/8/2011,89,93,85,28.8,24.9,31.9,35.5,29.9,26.5,10.1,10.1,61
7/9/2011,89,94,86,28.7,25,32,35.6,29.9,26.6,7.9,7.9,61
7/10/2011,88,92,77,28.6,25.4,31.7,33.7,30.6,26.6,6.7,6.7,61
7/11/2011,88,92,84,28.4,25.1,31.2,33.6,29.6,26.4,17.2,17.2,63
7/12/2011,87,94,81,27.4,24.9,30.3,31.6,29.4,26.2,28.2,28.2,65
7/13/2011,88,94,81,28.2,24.8,30.3,32.9,29.2,26.1,8.3,8.3,61
7/14/2011,89,94,83,27.9,24.2,30.1,32.6,28.3,25.9,12.5,12.5,63
7/15/2011,89,93,83,28.2,24.8,30.6,33.3,29.2,26,4.7,4.7,55
7/16/2011,89,93,79,27.9,24.4,30.3,32.3,28.9,25.9,17.2,17.2,63
7/17/2011,89,94,83,27.3,24.7,30.7,31.9,29.5,25.9,10.9,10.9,61
7/18/2011,88,95,76,28.4,24.7,30.9,32.9,29.3,26.1,10.6,10.6,63
7/19/2011,85,96,75,29,23.7,31.1,34.4,28.2,26.4,1.7,1.7,53
7/20/2011,87,93,80,28.7,24.6,31,34.1,28.7,26.5,14,14,63
7/21/2011,85,92,71,28.6,24.6,30.5,32.9,28.6,26.5,7.3,7.3,61
7/22/2011,88,95,82,28.6,24.8,30.8,34.8,29.3,26.2,4,4,53
7/23/2011,89,92,82,28.6,25.2,31.3,34.1,30,26.4,3.2,3.2,51
7/24/2011,89,94,79,28.2,24.6,30.9,33.1,29.3,26,11.1,11.1,63
7/25/2011,88,94,79,28,24.2,30,31.9,28.1,25.8,21.9,21.9,63
7/26/2011,90,94,82,27.5,24.5,29.9,31.9,28.5,25.6,18.1,18.1,63
7/27/2011,89,94,75,28.3,24.5,30.6,32.7,29.4,25.9,9.4,9.4,63
7/28/2011,87,94,79,28.6,24.4,30.6,34.1,29,26.1,4.6,4.6,53
7/29/2011,85,91,78,28.6,25.1,30.8,33.7,29,26.5,5.2,5.2,61
7/30/2011,89,92,84,28.1,24.9,30.6,33.7,28.9,26.1,2.9,2.9,51
7/31/2011,85,92,72,28.8,25.3,31.3,33.7,29.6,26.7,2.2,2.2,51
8/1/2011,87,91,81,29.1,25.2,32.1,35.5,30,26.8,1.5,1.5,51
8/2/2011,85,92,72,28.9,25.7,31.3,34.3,30.1,26.9,3.5,3.5,53
8/3/2011,87,94,75,28.2,24.9,30.6,34.1,29.2,26.2,4.7,4.7,53
8/4/2011,88,95,82,28.6,24.2,30.8,34.1,28.7,26.2,2.3,2.3,53
8/5/2011,89,94,80,27.6,24.4,30.2,32.4,28.5,25.8,15.8,15.8,63
8/6/2011,89,94,81,27,24.2,29.5,31,28.5,25.4,11.6,11.6,61
8/7/2011,84,93,75,29,25.3,31.7,35.1,30.1,26.8,4.1,4.1,61
8/8/2011,88,94,80,28.3,24.4,30.7,34.1,28.8,26.2,8.1,8.1,61
8/9/2011,88,93,78,28.3,24.4,30.6,33.4,28.6,26.1,10.4,10.4,61
8/10/2011,88,95,77,28.2,24.4,30.7,33.1,29,26.2,9.7,9.7,63
8/11/2011,85,91,80,29,25,31.7,35.3,29.9,26.7,6.4,6.4,61
8/12/2011,85,88,80,28.6,25.7,31.3,34.3,30.2,26.8,4.7,4.7,61
8/13/2011,87,94,77,28.5,25,31.3,33.5,29.9,26.5,12,12,63
8/14/2011,85,94,74,28.8,24.7,31.6,33.3,30,26.7,3,3,51
