latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation,,,,,,,
6.924429,79.90725,4,19800,Asia/Colombo,GMT+5:30,,,,,,,
,,,,,,,,,,,,
time,relative_humidity_2m_mean (%),relative_humidity_2m_max (%),relative_humidity_2m_min (%),temperature_2m_max (°C),temperature_2m_min (°C),apparent_temperature_mean (°C),apparent_temperature_max (°C),apparent_temperature_min (°C),temperature_2m_mean (°C),rain_sum (mm),precipitation_sum (mm),weather_code (wmo code)
12/5/2015,91,98,78,29,24.1,31.5,35.3,29,25.9,14.3,14.3,63
12/6/2015,88,97,70,30.4,23.9,32.3,37.3,29.1,26.5,12.3,12.3,63
12/7/2015,91,97,80,29,24.1,31.8,35.3,29.6,26,27.4,27.4,63
12/8/2015,91,97,78,28.2,23.9,31.3,33.9,29.4,25.6,19.1,19.1,63
12/9/2015,88,98,71,29.8,24.1,32.4,37.3,29.5,26.5,7.1,7.1,63
12/10/2015,90,97,72,29.9,24.3,32.2,37.1,30,26.2,27.5,27.5,63
12/11/2015,89,96,77,28.4,24.5,31.7,35.2,29.8,26.1,8.6,8.6,61
12/12/2015,88,97,70,29.8,23.8,31.8,36.7,29.3,26,12.3,12.3,63
12/13/2015,87,97,70,30,24.1,32,36.9,29.6,26.3,9.2,9.2,61
12/14/2015,88,96,75,29.8,24.2,32.2,37.1,29.6,26.3,10.3,10.3,63
12/15/2015,84,95,68,29.9,23.9,32.3,37,28.8,26.7,3.9,3.9,55
12/16/2015,87,95,71,28.5,24.4,31.3,33.5,28.9,26.1,23.9,23.9,63
12/17/2015,83,94,68,29.7,22.7,31.4,36.1,26.9,26.2,1.2,1.2,51
12/18/2015,89,96,79,28.8,23.4,31,35.4,28.2,25.6,33.7,33.7,63
12/19/2015,88,97,73,28,24.1,31,33.2,29.5,25.7,5.4,5.4,53
12/20/2015,85,97,68,30,22.9,31.9,36.8,27.5,26.3,2.6,2.6,61
12/21/2015,83,95,65,29.9,24,31.4,35.6,28,26.5,0.2,0.2,51
12/22/2015,78,91,58,30.8,23.4,30.7,36.3,27.1,26.6,0,0,3
12/23/2015,75,91,55,30.7,23,29.7,35.2,26.5,26.3,0,0,2
12/24/2015,71,88,51,30.4,22.4,29.1,34.3,25.4,26.2,0,0,1
12/25/2015,73,84,58,30.2,22.5,29.5,35.3,25.1,26.3,0,0,3
12/26/2015,76,86,63,30.7,23.9,30.4,35.5,26.9,26.9,0.1,0.1,51
12/27/2015,79,90,66,30.3,24.7,29.9,33.8,27.6,26.8,0.4,0.4,51
12/28/2015,83,92,72,30.3,24.5,31.9,35.9,29.2,27,0.6,0.6,51
12/29/2015,84,96,70,30.2,24.5,31.7,37.5,29,26.6,13.8,13.8,65
12/30/2015,84,94,68,30.6,24.1,31.6,35.8,28.4,26.8,1.1,1.1,53
12/31/2015,77,90,61,31.2,24.4,30.7,35.4,27.7,27.3,0,0,3
1/1/2016,78,87,67,30.1,24.7,30.2,34.5,27.7,26.9,0.1,0.1,51
1/2/2016,81,89,70,30.2,24.3,30.2,36,27.5,26.4,1.2,1.2,53
1/3/2016,76,90,58,31,24.2,30,33.8,27,27.1,0,0,3
1/4/2016,77,89,59,31.4,24.5,31.3,35.6,27.7,27.4,0,0,3
1/5/2016,80,93,63,30.6,24.2,31.5,36.5,27.8,26.9,0.3,0.3,51
1/6/2016,84,94,68,31,24.2,31.7,37,28.4,26.8,1.1,1.1,53
1/7/2016,82,93,65,30.4,24.2,31.2,35.6,28.8,26.6,4.1,4.1,63
1/8/2016,74,89,57,31.1,24.2,30.4,34.8,27.2,27.1,0,0,3
1/9/2016,72,85,54,31.8,24.1,31,36,26.9,27.4,0,0,3
1/10/2016,75,84,60,30.1,24.6,30.8,34.1,28.3,27,0.8,0.8,51
1/11/2016,70,83,53,31.5,24.6,30.4,35.3,27.6,27.7,0,0,3
1/12/2016,67,83,49,31.5,23.8,29.3,34.3,26.3,27.2,0,0,3
1/13/2016,66,87,46,30.4,22.9,28.2,31.3,24.8,26.2,0,0,3
1/14/2016,66,88,46,30.8,23.2,28,32.2,25.4,26.4,0,0,3
1/15/2016,67,82,49,30.5,22.1,29,33.8,24,26.3,0,0,3
1/16/2016,68,83,48,31.6,23.7,30.3,35.4,26.7,27.2,0,0,3
1/17/2016,70,92,46,31.9,22.2,30.7,35.7,25.8,27.1,0,0,3
1/18/2016,73,95,44,32,21.9,30.6,36.2,25.2,26.7,0,0,3
1/19/2016,74,94,50,32.1,22.7,31.9,37.2,27,27.3,0,0,2
1/20/2016,74,94,51,32.3,23.8,32.8,37.9,28.6,28,0,0,2
1/21/2016,72,91,50,32.4,25,33.2,37.2,30.2,28.4,0.1,0.1,51
1/22/2016,71,89,48,32.5,24.5,32.7,37.2,28.8,28.1,0.1,0.1,51
1/23/2016,76,94,56,32.3,24.4,32.3,37.3,29,27.7,1.8,1.8,55
1/24/2016,76,88,55,33,25.4,33.1,39.2,29.8,28,4.6,4.6,63
1/25/2016,79,90,58,32.9,25.3,33.1,39.6,29.4,27.9,2.4,2.4,61
1/26/2016,74,90,52,32.7,25.2,32.8,38.6,28.6,28.2,0.4,0.4,51
1/27/2016,66,92,36,33.6,23.8,30.8,35.7,26.7,27.9,0,0,3
1/28/2016,67,88,41,32.2,21.8,29.9,36.6,24.4,26.7,0,0,3
1/29/2016,67,95,38,32,22.5,30.3,35.5,25.7,27.3,0,0,3
1/30/2016,58,75,40,32.4,23,28.9,34.6,24.2,27.4,0,0,3
1/31/2016,59,80,40,32.8,23.5,29.9,35.3,25.7,28.1,0,0,3
2/1/2016,59,78,41,32.5,23.3,30,36.2,25.7,27.9,0,0,3
2/2/2016,56,77,34,33,24.1,29,34.4,25.6,28.2,0,0,3
2/3/2016,53,80,31,33.4,22.9,28.7,34.4,24.7,27.8,0,0,3
2/4/2016,57,75,36,33.2,22.7,29.8,36.1,24.5,27.9,0,0,3
2/5/2016,63,78,43,32.4,24.4,31.7,36,27.4,28.3,0,0,3
2/6/2016,66,78,44,33.5,25,32.6,38.8,28.1,28.7,0,0,3
2/7/2016,69,82,52,32.2,26.2,33.4,36.4,31,28.8,0,0,3
2/8/2016,70,87,45,33.8,25.3,33.6,39.3,30.2,28.9,0,0,3
2/9/2016,74,87,53,32.6,25.8,33.3,38.2,30.4,28.3,1.1,1.1,51
2/10/2016,73,86,52,32.8,25.5,33.3,37.7,30.1,28.6,0.1,0.1,51
2/11/2016,72,93,43,33.4,25,33.1,37.8,30.6,28.5,0,0,3
2/12/2016,66,86,34,34.5,26,33.1,37.4,30.4,29.2,0,0,3
2/13/2016,70,92,47,32.6,25,33.1,37,30.5,28.6,0,0,3
2/14/2016,67,89,44,32.8,25.6,33.2,37.2,30.7,28.9,0.2,0.2,51
2/15/2016,77,95,56,32.5,25.2,32.9,37.6,30.5,27.9,10.5,10.5,61
2/16/2016,73,95,53,31.4,24.4,31.4,36.3,28.7,27.7,1.5,1.5,53
2/17/2016,76,87,57,32.7,25,32,37.8,28.6,27.7,3.7,3.7,61
2/18/2016,80,92,63,31.5,25,33.3,38.7,29.8,27.8,4,4,61
2/19/2016,81,94,62,31.2,24.1,33,38.5,29.2,27.3,3.7,3.7,61
2/20/2016,83,96,64,31.2,24.7,32.5,39.2,30.1,27,3.4,3.4,61
2/21/2016,77,97,49,33,24.2,33.3,38.8,29.4,28,0,0,1
2/22/2016,76,96,44,33.8,24.3,34.1,39.9,29.6,28.6,0,0,1
2/23/2016,76,91,56,31.5,25.4,33.3,37,31,28.1,0.6,0.6,51
2/24/2016,72,92,52,32.4,24.1,33.5,38.2,29.1,28.4,0,0,2
2/25/2016,77,93,60,32.3,25.1,33.8,39.4,30.5,28.2,4.9,4.9,61
2/26/2016,77,95,52,32.9,25,34.3,40.7,30.6,28.4,0,0,3
2/27/2016,73,94,47,33.6,24.4,33.6,39.9,29.2,28.5,0.8,0.8,53
2/28/2016,70,91,48,33.5,24.6,34,39.9,29.1,29,0.2,0.2,51
2/29/2016,75,91,49,34.1,25.1,34.4,41,30.2,28.8,3.4,3.4,61
3/1/2016,74,92,47,33.6,24.7,33.6,40,29.4,28.6,1.7,1.7,61
3/2/2016,69,90,40,34.7,25,34.4,39.9,29.8,29.4,0.6,0.6,51
3/3/2016,66,87,37,34.9,25.3,34.2,39.5,29.4,29.6,0.3,0.3,51
3/4/2016,73,93,43,34.5,24.7,34,39.3,29.8,28.9,3.1,3.1,53
3/5/2016,77,96,46,33.8,25.6,33.9,38.8,31.6,28.5,2.1,2.1,51
3/6/2016,79,95,62,31.8,25,33.7,38.7,30.9,28.2,2.2,2.2,51
3/7/2016,75,95,56,32.3,25,33.8,38.8,30.5,28.5,1.2,1.2,51
3/8/2016,79,94,61,31.8,25.4,33.8,38.3,31.1,28.3,1.9,1.9,53
3/9/2016,76,96,57,32.2,24.7,34.2,38.4,30.2,28.7,0.1,0.1,51
3/10/2016,76,92,59,33,26.3,35.6,40.7,32.5,29.4,0.9,0.9,53
3/11/2016,79,89,65,32.4,26.7,34.9,39.2,32.6,29,3.2,3.2,55
3/12/2016,78,92,61,31.7,25.8,33.7,38,31.4,28.4,1.7,1.7,53
3/13/2016,77,96,58,32.4,25.2,34.2,38.7,31.1,28.7,0.5,0.5,51
3/14/2016,73,86,53,33.1,26.7,34.4,40,31.8,29.3,1.2,1.2,51
3/15/2016,72,86,53,32.6,26.2,33.9,38.6,31,29,0.6,0.6,51
3/16/2016,74,92,54,32.8,25.1,34.1,38.5,30.6,28.8,0.2,0.2,51
3/17/2016,73,87,52,33.5,26.5,34.8,39.6,31.9,29.4,0,0,2
3/18/2016,71,90,44,34.5,26.3,35,39.7,31.9,29.7,0,0,2
3/19/2016,75,85,61,31.5,26.8,34,37.4,32.3,28.8,2.1,2.1,53
3/20/2016,70,93,43,34.3,25,34.3,39.9,30,29.4,0,0,3
3/21/2016,69,92,46,34.2,25.1,34.4,39.5,30.6,29.6,0,0,3
3/22/2016,67,87,54,32.5,26,33.9,37.1,31.2,29.6,0.2,0.2,51
3/23/2016,68,87,44,34.2,25.9,34,38.5,31,29.6,0,0,3
3/24/2016,66,87,43,34.6,25.9,35,39.7,31.2,30.1,0,0,3
3/25/2016,66,85,41,34.8,26.4,34.9,40,31.4,30,0.1,0.1,51
3/26/2016,69,88,44,34.5,26.2,35,39.9,32,29.8,0.9,0.9,53
3/27/2016,70,85,49,33.8,27,34.8,40,32.3,29.7,2.8,2.8,61
3/28/2016,75,90,56,33,26.6,34.8,40.1,32,29.1,3.7,3.7,55
3/29/2016,76,90,56,33.3,26,34.5,40.7,31.7,28.7,6,6,63
3/30/2016,79,90,59,32.1,26.4,34.1,38.3,32.1,28.3,5.4,5.4,63
3/31/2016,76,94,56,32.1,25.4,34.3,39.8,31,28.6,0.5,0.5,51
4/1/2016,77,90,59,31.8,26.1,34.3,39,31.8,28.5,1.9,1.9,53
4/2/2016,73,92,53,33.1,25.6,34.8,40,31.2,29.2,0,0,3
4/3/2016,72,90,49,33.6,26.2,35.1,39.9,32.2,29.6,1.1,1.1,53
4/4/2016,76,92,56,32.6,25.9,34.4,39.1,31.9,28.9,1.2,1.2,51
4/5/2016,80,90,59,33.2,26.2,33.6,39.3,31.5,28.2,12.6,12.6,63
4/6/2016,78,93,58,33.2,25.7,34.6,40.4,31.5,28.7,1.2,1.2,53
4/7/2016,79,90,63,32.4,26.6,34.7,40,32.1,28.8,4.6,4.6,63
4/8/2016,75,89,58,32.8,26.2,34.9,40.7,31.8,29.2,0.7,0.7,51
4/9/2016,73,91,51,33.8,26.7,35.4,41,32.8,29.6,0.5,0.5,51
4/10/2016,77,93,58,33.2,26,34.8,40.1,32,28.9,2.6,2.6,61
4/11/2016,75,93,58,32.6,25.8,34.9,39.1,31.4,29.3,0.7,0.7,51
4/12/2016,75,88,59,33.1,27,34.9,39.4,32.3,29.6,1,1,53
4/13/2016,77,90,62,33.2,26.8,35.7,40.1,32.7,29.9,1.5,1.5,51
4/14/2016,77,91,63,32.4,27.1,35.2,38.9,33.3,29.6,2.3,2.3,51
4/15/2016,77,91,57,33.1,26.7,35.2,39.7,32.6,29.6,1.2,1.2,53
4/16/2016,79,91,64,32.1,26.4,34.7,38.9,32,29,2,2,53
4/17/2016,79,89,61,32.8,26.8,34.8,39.8,32.2,29,7.5,7.5,63
4/18/2016,76,88,57,32.8,26.8,34.9,39.2,32.4,29.4,1.1,1.1,53
4/19/2016,80,92,57,33.2,26.7,34.4,41.2,32.1,28.6,9.8,9.8,63
4/20/2016,84,94,62,32.6,26.5,34.6,39.4,32.5,28.3,4,4,61
4/21/2016,83,93,67,31.9,25.9,34.1,38.5,31.6,28.2,2.9,2.9,53
4/22/2016,81,95,66,32.1,25.9,34.7,39,31.8,28.8,1.1,1.1,53
4/23/2016,83,90,74,31.3,27,34.5,37.8,33.1,28.7,1.4,1.4,51
4/24/2016,79,95,60,32.8,26.8,35.2,38.6,33.1,29.4,1.8,1.8,51
4/25/2016,75,91,55,33.5,26.7,35.2,39.4,32.8,29.8,0.8,0.8,51
4/26/2016,79,92,66,31.8,26.4,34.2,38.7,32,28.7,8,8,63
4/27/2016,78,89,59,33.4,26.7,34.7,41.1,32.1,29,5,5,63
4/28/2016,80,90,62,32.8,26.8,34.8,40.7,32.5,28.8,3.5,3.5,61
4/29/2016,75,89,54,32.9,26.3,34.9,39,31.8,29.3,0.5,0.5,53
4/30/2016,80,95,58,33.2,26,34.6,40.1,32,28.5,22.3,22.3,63
5/1/2016,83,94,67,32.1,26.1,34.6,40,32.2,28.3,11.4,11.4,63
5/2/2016,85,94,73,31.1,26.1,34.1,38.9,32.2,28,5,5,61
5/3/2016,83,94,70,31.8,26.1,34.6,39.7,32.3,28.4,4.4,4.4,63
5/4/2016,85,94,71,31.4,25.9,34.3,38.9,31.9,28.1,3,3,53
5/5/2016,85,93,72,31.9,25.9,34.5,40.7,31.8,28.1,3.1,3.1,61
5/6/2016,84,94,73,30.9,25.2,33.9,38,30.6,28,7.7,7.7,63
5/7/2016,84,95,72,30.3,25.9,33.7,35.9,32,27.8,1.8,1.8,53
5/8/2016,86,94,70,31.6,25.4,34.1,39.7,31.5,27.8,10.7,10.7,63
5/9/2016,86,96,71,31.7,26,34.3,39.9,32.2,27.8,8.8,8.8,63
5/10/2016,88,96,73,30.9,25.4,33.5,38.7,31.5,27.1,25.9,25.9,63
5/11/2016,89,96,76,29.9,25,32.7,36,30.7,26.8,13,13,63
5/12/2016,90,97,76,28.8,25.2,32,34.7,30.8,26.2,27.3,27.3,63
5/13/2016,89,96,75,30.1,24.6,32.7,36.6,30.1,26.7,20.7,20.7,63
5/14/2016,94,97,92,27.1,25.1,32.1,33.6,30.4,26,59.3,59.3,63
5/15/2016,91,95,86,26.6,25.1,30.2,32.3,28.5,26,231.4,231.4,65
5/16/2016,88,93,84,27.2,26.2,31,32.4,29.2,26.7,88,88,65
5/17/2016,91,94,82,28.8,25.6,31.1,32.3,30.2,26.7,54.6,54.6,65
5/18/2016,87,94,76,30.1,26.3,32.4,35.4,30.8,27.5,10,10,61
5/19/2016,91,95,82,29.6,25.8,31.8,35,30.3,27,23.8,23.8,63
5/20/2016,87,95,77,29.8,25.8,32.5,35.2,30.3,27.4,18.6,18.6,63
5/21/2016,90,93,81,29.3,25.9,32.1,34.5,30.6,27.1,10.5,10.5,63
5/22/2016,89,96,78,30.3,25.2,32.7,36.2,30,27.4,14,14,61
5/23/2016,88,94,77,30.1,25.5,32.9,35.4,30.4,27.7,8.1,8.1,55
5/24/2016,89,94,82,29.1,25.5,32,34.5,30,27,15,15,63
5/25/2016,85,93,75,30.2,25.7,32.7,35.3,30.3,27.7,4.3,4.3,55
5/26/2016,86,91,79,30.3,26.6,33.5,36.2,32,28,5,5,61
5/27/2016,90,94,85,28,25.4,31.9,33.4,30.5,26.7,21.9,21.9,63
5/28/2016,89,94,79,28.8,24.8,31.6,33.9,29.1,26.6,18.7,18.7,63
5/29/2016,88,95,82,28.7,24.9,31.8,33.7,29.8,26.7,12.5,12.5,61
5/30/2016,88,94,78,29.6,25.6,32.2,35.5,30.9,26.9,19.9,19.9,63
5/31/2016,90,95,83,28.4,25.3,32,33.6,30.5,26.7,14,14,61
6/1/2016,89,94,82,29.5,25.3,32.3,35,30.4,27.1,9.4,9.4,61
6/2/2016,88,93,83,29.5,25.6,32.3,35.5,30.6,27.2,7.5,7.5,61
6/3/2016,88,94,78,29.1,25.8,32,34.7,30.6,27,7.4,7.4,55
6/4/2016,87,93,79,29.3,25.6,32.2,35.5,30.4,27.3,6.5,6.5,53
6/5/2016,89,94,83,28.4,25.6,32.1,34.2,30.4,27,4.3,4.3,53
6/6/2016,86,94,75,29,25,31.6,34.4,29.5,27,4.2,4.2,51
6/7/2016,86,93,79,29.1,25.9,31.3,33.9,30,27.1,5.7,5.7,55
6/8/2016,89,94,81,28.7,24.9,30.8,33.8,28.7,26.4,20.2,20.2,63
6/9/2016,86,93,77,29.3,25.5,31.5,35.4,29.5,27,8.7,8.7,63
6/10/2016,86,94,79,29.5,25,32.3,35.6,29.7,27.3,4.1,4.1,55
6/11/2016,84,92,74,29.6,25.3,32.4,34.5,29.7,27.6,5.6,5.6,63
6/12/2016,90,93,82,29.5,25.3,31.5,35.6,30.1,26.5,32.1,32.1,63
6/13/2016,88,94,77,29.5,24.9,31.2,35.3,29.6,26.6,8.8,8.8,61
6/14/2016,86,89,81,29.4,26.3,32.6,35.4,31.3,27.5,7.7,7.7,61
6/15/2016,82,90,73,29.3,26.4,32,32.6,31.2,27.7,3.7,3.7,51
6/16/2016,84,91,75,29.3,26,32.1,34.3,30.4,27.5,2.3,2.3,53
6/17/2016,86,90,84,28.2,26,31.5,33.7,30.2,27,5.2,5.2,61
6/18/2016,88,92,81,28.2,25.8,30.7,32.5,29.7,26.5,15.6,15.6,63
6/19/2016,85,89,81,28.9,26,31.3,34.1,30,27,5.7,5.7,61
6/20/2016,87,93,81,28,24.9,30.4,32.2,28.6,26.4,24.5,24.5,63
6/21/2016,88,93,80,28.6,25.3,31,33.7,29.6,26.4,12.3,12.3,61
6/22/2016,86,92,74,29.2,25.4,31.4,33.8,29.7,26.8,6.3,6.3,53
6/23/2016,82,89,71,29.2,25.9,31.1,34,30,27.1,1.2,1.2,51
6/24/2016,82,87,72,28.9,25.9,30.9,33.1,29.7,27,0.3,0.3,51
6/25/2016,82,88,68,29.2,26.1,31.2,33,30.1,27.1,0.1,0.1,51
6/26/2016,85,91,80,29,25.9,31.9,34.7,30.4,27.1,0.7,0.7,51
6/27/2016,86,93,73,29.2,25.5,31.7,34.3,30.4,27,3,3,53
6/28/2016,88,94,78,28.3,24.6,30.9,33.2,29.5,26.2,9.9,9.9,61
6/29/2016,88,93,83,28.6,25.4,31.8,33.6,30.5,26.7,1.8,1.8,51
6/30/2016,89,94,82,29.2,25.7,32.6,35.5,30.7,27.1,1.6,1.6,51
7/1/2016,90,94,84,29.2,25.5,32.2,36,30.3,26.9,5.7,5.7,61
7/2/2016,86,94,74,29.7,25.6,32.8,35.6,31.5,27.5,0.6,0.6,51
7/3/2016,85,95,72,30.1,25.5,33.2,36.8,31.6,27.5,0.3,0.3,51
7/4/2016,86,92,73,29.9,26,33,37,31.2,27.5,2.7,2.7,51
7/5/2016,85,95,73,29.4,25,32.7,34.6,30.9,27.3,1.5,1.5,51
7/6/2016,84,94,72,29.2,25.5,32.4,33.6,31.4,27.4,2.7,2.7,51
7/7/2016,83,92,72,29.6,25.5,32.2,35.2,30.6,27.4,0.6,0.6,51
7/8/2016,86,92,77,28.9,25.5,31.6,33.1,30.1,26.9,6.1,6.1,55
7/9/2016,87,93,77,29,25.8,32.1,33.8,30.8,27.2,10.5,10.5,61
7/10/2016,88,95,79,28.7,25.3,31.7,33.8,30.2,26.8,9.8,9.8,61
7/11/2016,85,92,74,29.1,25.7,32.2,33.9,31,27.2,5.4,5.4,53
7/12/2016,86,91,80,29.1,25.3,32.2,34.8,30.3,27,2.6,2.6,53
7/13/2016,86,94,77,28.5,25.1,32,34.5,30.4,26.8,2.4,2.4,53
7/14/2016,86,93,78,28.9,25.1,31.6,33.8,30.4,26.8,3.1,3.1,53
7/15/2016,88,94,82,28.5,24.7,31.4,33.8,30,26.3,5.3,5.3,53
7/16/2016,86,92,80,27.6,24.9,30.4,32,29.3,26.2,6.2,6.2,63
7/17/2016,88,94,83,28.3,23.8,30.3,33.8,27.3,25.7,6.6,6.6,53
7/18/2016,87,93,80,28.4,24.5,31.1,33.4,29.4,26.4,5.9,5.9,55
7/19/2016,82,93,72,28.9,25.2,31.4,33.7,29.9,26.8,0,0,3
7/20/2016,84,92,73,28.8,25.1,31.4,33.4,30.3,26.7,0.9,0.9,51
7/21/2016,83,90,75,28.5,25.5,30.9,32.5,30.2,26.7,0.9,0.9,51
7/22/2016,80,89,70,28.8,25.3,30.4,32.3,29.4,26.8,0.6,0.6,51
7/23/2016,84,90,75,28.4,25.1,30.2,32.7,29,26.3,3.7,3.7,53
7/24/2016,87,94,81,27.4,24.2,29.9,31.2,28.2,25.7,17.1,17.1,63
7/25/2016,86,93,80,28.1,24.4,30.5,33.1,29.2,26.1,10.9,10.9,55
7/26/2016,89,93,79,27.9,24.2,29.9,33.2,28.8,25.4,17.3,17.3,63
7/27/2016,89,93,84,27.7,24.3,30,33.3,28.5,25.5,23.6,23.6,63
7/28/2016,87,94,78,28.3,24.3,30.5,32.8,29.1,26.1,1.8,1.8,53
7/29/2016,87,94,80,28.9,24.6,30.9,35.1,28.9,26.2,7.9,7.9,61
7/30/2016,85,90,79,28.5,25.4,30.6,33.6,29.6,26.4,6.9,6.9,61
7/31/2016,87,93,81,28.2,24.6,30.9,34.1,28.8,26.3,6.9,6.9,53
8/1/2016,82,86,74,28.7,25.7,31.3,33.5,29.8,27,2,2,53
8/2/2016,82,89,72,29,25.4,31.6,33.9,30.7,27.1,1.3,1.3,51
8/3/2016,82,91,71,29,25.2,31.3,33.1,30.1,27,2,2,51
8/4/2016,85,90,80,28.9,25,31.9,35.2,29.4,27,1.1,1.1,53
8/5/2016,85,93,74,29.2,25.3,31.9,34.2,30.6,26.9,2.9,2.9,61
8/6/2016,83,91,71,29.6,25.7,32.4,34.8,31.4,27.4,0.3,0.3,51
8/7/2016,83,91,76,29.3,25.8,32.3,34.8,31,27.3,0.9,0.9,51
8/8/2016,85,93,77,29.3,25.4,32.3,35.3,30.7,27.1,1.1,1.1,51
8/9/2016,85,92,75,29,25.6,31.8,34.2,30.6,27.1,1.6,1.6,51
8/10/2016,84,90,76,29.2,25.6,32,34.7,30.6,27.2,0.3,0.3,51
8/11/2016,84,93,76,29,25.4,31.9,34.3,30.6,27.1,1.6,1.6,51
8/12/2016,85,93,80,28.7,25.3,31.1,33.8,29.8,26.7,5,5,53
8/13/2016,86,90,79,28.4,25.6,30.9,32.9,30,26.6,5.6,5.6,61
8/14/2016,87,92,82,28.6,25.5,31.3,33.7,30.1,26.7,2.9,2.9,51
8/15/2016,86,93,79,28.5,25.2,30.7,33.2,29.7,26.6,3.6,3.6,51
8/16/2016,85,92,79,28.3,25.5,30.6,32.2,29.5,26.8,5.5,5.5,53
8/17/2016,84,91,79,29,25.5,31.5,34.9,30,27.1,2.9,2.9,53
8/18/2016,84,91,76,28.8,25.1,31.3,34.1,30.1,26.8,2.7,2.7,53
8/19/2016,81,88,72,28.6,25.9,30.9,32.2,30.1,27,2.4,2.4,51
8/20/2016,84,92,74,28.5,24.9,31,32.9,29.7,26.8,3.4,3.4,51
8/21/2016,86,93,79,28.8,25.1,31.5,34.6,29.8,26.7,1.5,1.5,51
8/22/2016,86,90,83,28.4,25.4,31.3,33.9,29.9,26.7,13.5,13.5,61
8/23/2016,87,93,82,28.7,24.9,31.1,34.7,29.3,26.5,9.4,9.4,63
8/24/2016,86,91,79,28.8,25.2,31.3,34.5,30,26.7,2.5,2.5,51
8/25/2016,87,94,82,28.1,24.5,30.7,33.2,28.8,26.3,8,8,61
8/26/2016,87,94,79,28.1,24.7,30.5,33.5,29.1,26.2,11.2,11.2,61
8/27/2016,83,91,71,28.1,25.1,29.7,31.1,28.8,26.1,3.7,3.7,51
8/28/2016,86,91,74,28.5,24.9,30.7,33.9,28.9,26.3,2.7,2.7,51
8/29/2016,85,93,74,28.2,24.8,30.5,33.2,29.3,26.3,2.8,2.8,51
8/30/2016,89,93,80,27.8,24.6,30.2,33.2,28.3,25.8,15.7,15.7,63
8/31/2016,89,93,83,28.1,24.4,29.9,33.5,28,25.8,11,11,61
9/1/2016,87,95,75,28,24.2,30.1,32.1,29.3,25.9,6.2,6.2,53
9/2/2016,89,94,84,27.5,24,30.2,31.7,28.6,25.8,7.4,7.4,61
9/3/2016,87,94,78,27.8,24.2,30,32,28.5,25.9,5.3,5.3,61
9/4/2016,89,95,82,28.6,24.3,30.5,34.9,28.3,25.9,7,7,61
9/5/2016,85,91,74,28.4,25.2,31.1,33.5,29.6,26.5,1.4,1.4,51
9/6/2016,85,91,73,28.5,25.2,30.8,33.4,29.5,26.4,1.3,1.3,51
9/7/2016,83,93,70,28.4,25,30.6,33.1,29.3,26.3,0.6,0.6,51
9/8/2016,80,88,68,28,24.8,29.6,31.3,28.4,26.1,0,0,3
9/9/2016,82,88,76,28.2,24.5,30,33.3,28.2,26.1,2.2,2.2,53
9/10/2016,84,92,72,28.4,24.7,30.1,32.1,28.8,26.3,2.4,2.4,51
9/11/2016,84,89,76,28.7,24.9,30.8,33.8,29.3,26.6,2.4,2.4,51
9/12/2016,86,93,78,28.5,24.8,30.9,33.6,29.4,26.4,2.4,2.4,51
9/13/2016,85,93,77,28.6,24.9,30.9,34.4,29.5,26.5,2.7,2.7,51
9/14/2016,84,90,74,28.6,25.4,30.8,33,29.5,26.7,4.2,4.2,53
9/15/2016,86,92,80,28.9,25.5,31.5,34.7,29.8,26.8,6.8,6.8,61
9/16/2016,84,93,71,28.9,25,31.1,33.2,30.2,26.7,4,4,53
9/17/2016,87,94,79,28.8,24.7,31.2,34.8,29.7,26.4,5.3,5.3,61
9/18/2016,87,91,82,27.5,24.7,30.3,32,28.9,26,15.3,15.3,63
9/19/2016,84,91,75,28.5,25.3,30.9,32.5,30,26.5,1.5,1.5,51
9/20/2016,86,92,81,28.3,25.5,31,33.3,29.6,26.7,3.5,3.5,53
9/21/2016,84,89,75,28.7,25.7,30.9,33.7,29.9,26.8,0.9,0.9,51
9/22/2016,83,92,73,28.7,25.2,30.7,33,29.2,26.7,4,4,51
9/23/2016,83,88,72,28.7,25.5,30.8,34,29.5,26.7,2.8,2.8,51
9/24/2016,84,93,71,28.7,25.1,31.1,33.8,29.6,26.7,2.8,2.8,51
9/25/2016,85,90,77,28.7,25.1,31,33.7,29.4,26.7,4.1,4.1,51
9/26/2016,85,93,79,28.8,25,31.4,34.6,29.5,26.7,4,4,53
9/27/2016,85,92,78,29,25.3,31.5,34.5,30.2,26.9,1.9,1.9,51
9/28/2016,85,93,74,29,25,31,33.3,29.8,26.6,3.4,3.4,51
9/29/2016,88,94,79,28.6,24.6,30.3,33.4,28.9,26.1,6.9,6.9,55
9/30/2016,86,92,79,28.6,24.8,31,33.9,28.9,26.5,2.8,2.8,53
10/1/2016,83,92,69,28.9,25.2,31,34,29.5,26.7,2.5,2.5,51
10/2/2016,84,91,71,28.9,25.1,31.1,33.8,29.4,26.6,1.9,1.9,51
10/3/2016,85,94,72,28.8,24.2,30.9,34.5,28.9,26.4,1.1,1.1,51
10/4/2016,85,94,74,29.3,23.9,31.6,36.3,28.5,26.5,0.7,0.7,51
10/5/2016,83,91,74,29.2,24.8,31.7,34.3,29.6,27,1.1,1.1,51
10/6/2016,83,93,69,29.6,25,31.9,35.4,29.7,27,1.7,1.7,51
10/7/2016,77,87,65,29.2,25.1,30.7,33.7,29.1,26.8,0,0,3
